Source;Target;Type;Cookie;Secure
youtube.com;googlevideo.com;Directed;False;True
youtube.com;googlevideo.com;Directed;False;True
youtube.com;googlevideo.com;Directed;False;True
youtube.com;googlevideo.com;Directed;False;True
youtube.com;googleadservices.com;Directed;False;True
youtube.com;googlevideo.com;Directed;False;True
youtube.com;ggpht.com;Directed;False;True
youtube.com;ytimg.com;Directed;False;True
youtube.com;googlevideo.com;Directed;False;True
youtube.com;ytimg.com;Directed;False;True
youtube.com;ytimg.com;Directed;False;True
youtube.com;ytimg.com;Directed;False;True
youtube.com;doubleclick.net;Directed;True;True
youtube.com;googlevideo.com;Directed;False;True
youtube.com;ytimg.com;Directed;False;True
youtube.com;googlevideo.com;Directed;False;True
youtube.com;ytimg.com;Directed;False;True
youtube.com;ytimg.com;Directed;False;True
youtube.com;ytimg.com;Directed;False;True
youtube.com;ytimg.com;Directed;False;True
youtube.com;ytimg.com;Directed;False;True
youtube.com;ytimg.com;Directed;False;True
youtube.com;google.com;Directed;True;True
google.com;ggpht.com;Directed;False;True
youtube.com;google.es;Directed;True;True
youtube.com;googlevideo.com;Directed;False;True
youtube.com;googlevideo.com;Directed;False;True
minijuegos.com;ytimg.com;Directed;False;True
minijuegos.com;ytimg.com;Directed;False;True
minijuegos.com;ytimg.com;Directed;False;True
minijuegos.com;ytimg.com;Directed;False;True
minijuegos.com;ytimg.com;Directed;False;True
minijuegos.com;ytimg.com;Directed;False;True
minijuegos.com;minijuegosgratis.com;Directed;True;False
minijuegos.com;ajax.googleapis.com;Directed;False;False
minijuegos.com;googlesyndication.com;Directed;False;False
minijuegos.com;googletagmanager.com;Directed;False;True
minijuegos.com;sascdn.com;Directed;False;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;moosite.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegosgratis.com;fonts.googleapis.com;Directed;False;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;pingdom.net;Directed;True;False
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;scorecardresearch.com;Directed;True;False
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;scorecardresearch.com;Directed;True;False
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;facebook.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;dnn506yrbagrg.cloudfront.net;Directed;False;False
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;smartadserver.com;Directed;True;False
minijuegos.com;google-analytics.com;Directed;False;True
minijuegos.com;facebook.net;Directed;False;True
minijuegos.com;smartadserver.com;Directed;True;False
minijuegos.com;facebook.net;Directed;False;True
minijuegos.com;google.es;Directed;True;True
minijuegos.com;createjs.com;Directed;False;True
minijuegos.com;addevweb.com;Directed;False;False
minijuegos.com;moosite.com;Directed;True;True
minijuegos.com;smartadserver.com;Directed;True;False
minijuegos.com;smartadserver.com;Directed;True;False
minijuegos.com;facebook.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;moosite.com;Directed;True;True
minijuegos.com;googletagmanager.com;Directed;False;True
minijuegos.com;scorecardresearch.com;Directed;True;False
minijuegos.com;facebook.com;Directed;True;True
minijuegos.com;google.com;Directed;True;True
minijuegos.com;facebook.com;Directed;True;True
minijuegos.com;doubleclick.net;Directed;True;True
minijuegos.com;sascdn.com;Directed;False;False
minijuegos.com;smartadserver.com;Directed;True;False
minijuegos.com;sascdn.com;Directed;False;False
minijuegos.com;spotxchange.com;Directed;True;False
minijuegos.com;googletagservices.com;Directed;False;True
minijuegos.com;agkn.com;Directed;True;True
minijuegos.com;sascdn.com;Directed;False;False
minijuegos.com;google.com;Directed;True;True
minijuegos.com;google.es;Directed;True;True
minijuegos.com;sascdn.com;Directed;False;False
minijuegos.com;sascdn.com;Directed;False;False
minijuegos.com;google.es;Directed;True;True
smartadserver.com;sascdn.com;Directed;False;False
minijuegos.com;doubleclick.net;Directed;True;False
minijuegos.com;agkn.com;Directed;True;False
minijuegos.com;doubleclick.net;Directed;True;True
minijuegos.com;google.es;Directed;True;True
smartadserver.com;mathtag.com;Directed;True;False
minijuegos.com;googlesyndication.com;Directed;False;False
minijuegos.com;google.com;Directed;True;True
minijuegos.com;addevweb.com;Directed;False;True
minijuegos.com;doubleclick.net;Directed;True;True
minijuegos.com;addevweb.com;Directed;False;True
minijuegos.com;spotxchange.com;Directed;True;False
minijuegos.com;weborama.fr;Directed;True;True
minijuegos.com;googlesyndication.com;Directed;False;False
minijuegos.com;google.es;Directed;True;True
smartadserver.com;mathtag.com;Directed;True;False
minijuegos.com;google.com;Directed;True;True
minijuegos.com;addevweb.com;Directed;False;True
minijuegos.com;addevweb.com;Directed;False;True
minijuegos.com;addevweb.com;Directed;False;True
smartadserver.com;bidswitch.net;Directed;True;False
minijuegos.com;doubleclick.net;Directed;True;True
minijuegos.com;doubleclick.net;Directed;True;True
minijuegos.com;doubleclick.net;Directed;True;True
minijuegos.com;doubleclick.net;Directed;True;True
smartadserver.com;quantserve.com;Directed;True;False
smartadserver.com;adsymptotic.com;Directed;True;False
smartadserver.com;powerlinks.com;Directed;True;False
smartadserver.com;quantserve.com;Directed;True;False
smartadserver.com;adition.com;Directed;True;False
smartadserver.com;openx.net;Directed;True;False
smartadserver.com;pubmatic.com;Directed;True;False
smartadserver.com;adotmob.com;Directed;True;False
smartadserver.com;gwallet.com;Directed;True;False
minijuegos.com;doubleclick.net;Directed;True;True
smartadserver.com;theadtech.com;Directed;False;False
smartadserver.com;contextweb.com;Directed;True;False
smartadserver.com;mediarithmics.com;Directed;False;False
smartadserver.com;tidaltv.com;Directed;True;False
smartadserver.com;adsrvr.org;Directed;True;False
minijuegos.com;doubleclick.net;Directed;True;True
smartadserver.com;bidswitch.net;Directed;True;False
minijuegos.com;googlesyndication.com;Directed;False;False
minijuegos.com;googlesyndication.com;Directed;False;True
minijuegos.com;googlesyndication.com;Directed;False;True
minijuegos.com;googlesyndication.com;Directed;False;True
doubleclick.net;googlesyndication.com;Directed;False;True
minijuegos.com;everesttech.net;Directed;True;False
smartadserver.com;powerlinks.com;Directed;True;False
smartadserver.com;theadtech.com;Directed;False;False
smartadserver.com;mediarithmics.com;Directed;False;False
smartadserver.com;contextweb.com;Directed;True;False
smartadserver.com;tidaltv.com;Directed;True;False
doubleclick.net;googlesyndication.com;Directed;False;True
smartadserver.com;openx.net;Directed;True;False
smartadserver.com;adotmob.com;Directed;True;False
agkn.com;adsrvr.org;Directed;True;False
minijuegos.com;googlesyndication.com;Directed;False;True
doubleclick.net;googlesyndication.com;Directed;False;True
doubleclick.net;googlesyndication.com;Directed;False;True
doubleclick.net;googlesyndication.com;Directed;False;True
smartadserver.com;powerlinks.com;Directed;True;False
smartadserver.com;gwallet.com;Directed;True;False
minijuegos.com;opaalopaa.com;Directed;False;False
doubleclick.net;googlesyndication.com;Directed;False;True
doubleclick.net;googlesyndication.com;Directed;False;True
smartadserver.com;adsymptotic.com;Directed;True;False
smartadserver.com;quantserve.com;Directed;True;False
smartadserver.com;quantserve.com;Directed;True;False
smartadserver.com;quantserve.com;Directed;True;False
smartadserver.com;adition.com;Directed;True;False
smartadserver.com;quantserve.com;Directed;True;False
smartadserver.com;cwkuki.com;Directed;False;False
smartadserver.com;adsrvr.org;Directed;True;False
smartadserver.com;id5-sync.com;Directed;False;False
smartadserver.com;upravel.com;Directed;True;False
agkn.com;mathtag.com;Directed;True;False
doubleclick.net;adnxs.com;Directed;True;True
smartadserver.com;adsymptotic.com;Directed;True;False
doubleclick.net;adnxs.com;Directed;True;True
pubmatic.com;doubleclick.net;Directed;True;False
pubmatic.com;mathtag.com;Directed;True;False
doubleclick.net;googlesyndication.com;Directed;False;True
pubmatic.com;adsrvr.org;Directed;True;False
pubmatic.com;bidswitch.net;Directed;True;False
minijuegos.com;360yield.com;Directed;True;True
pubmatic.com;smartadserver.com;Directed;True;False
pubmatic.com;mathtag.com;Directed;True;False
minijuegos.com;imasdk.googleapis.com;Directed;False;False
doubleclick.net;adnxs.com;Directed;True;True
pubmatic.com;rfihub.com;Directed;True;False
pubmatic.com;bluekai.com;Directed;True;False
pubmatic.com;bidtheatre.com;Directed;True;False
pubmatic.com;adform.net;Directed;True;False
pubmatic.com;btrll.com;Directed;True;False
pubmatic.com;quantserve.com;Directed;True;False
pubmatic.com;de17a.com;Directed;False;False
minijuegos.com;doubleclick.net;Directed;True;True
smartadserver.com;bidswitch.net;Directed;True;False
smartadserver.com;id5-sync.com;Directed;True;False
minijuegos.com;360yield.com;Directed;True;True
minijuegos.com;doubleclick.net;Directed;True;True
smartadserver.com;bidswitch.net;Directed;True;False
smartadserver.com;powerlinks.com;Directed;True;False
minijuegos.com;spotxchange.com;Directed;True;True
minijuegos.com;imasdk.googleapis.com;Directed;False;False
smartadserver.com;id5-sync.com;Directed;True;False
doubleclick.net;weborama.fr;Directed;True;True
doubleclick.net;adnxs.com;Directed;True;True
agkn.com;adadvisor.net;Directed;False;False
minijuegos.com;360yield.com;Directed;True;True
smartadserver.com;adition.com;Directed;True;False
smartadserver.com;openx.net;Directed;True;False
doubleclick.net;spotxchange.com;Directed;True;True
minijuegos.com;googlesyndication.com;Directed;False;True
imasdk.googleapis.com;doubleclick.net;Directed;True;True
minijuegos.com;2mdn.net;Directed;False;True
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
smartadserver.com;doubleclick.net;Directed;True;False
pubmatic.com;rockabox.co;Directed;True;False
minijuegos.com;adnxs.com;Directed;True;True
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
minijuegos.com;turn.com;Directed;True;True
minijuegos.com;bidswitch.net;Directed;True;True
smartadserver.com;adsrvr.org;Directed;True;True
smartadserver.com;adsrvr.org;Directed;True;True
imasdk.googleapis.com;doubleclick.net;Directed;True;True
minijuegos.com;adsrvr.org;Directed;True;True
doubleclick.net;smartadserver.com;Directed;True;True
smartadserver.com;erne.co;Directed;True;False
minijuegos.com;adform.net;Directed;True;True
minijuegos.com;adsrvr.org;Directed;True;True
smartadserver.com;bidswitch.net;Directed;True;True
doubleclick.net;weborama.fr;Directed;True;True
doubleclick.net;googlesyndication.com;Directed;False;True
smartadserver.com;powerlinks.com;Directed;True;False
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
imasdk.googleapis.com;doubleclick.net;Directed;True;True
pubmatic.com;bidswitch.net;Directed;True;False
minijuegos.com;360yield.com;Directed;True;True
smartadserver.com;bidswitch.net;Directed;True;False
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
imasdk.googleapis.com;googlesyndication.com;Directed;False;True
agkn.com;rundsp.com;Directed;True;True
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
agkn.com;mathtag.com;Directed;True;False
minijuegos.com;spotxchange.com;Directed;True;True
minijuegos.com;googlesyndication.com;Directed;False;False
minijuegos.com;weborama.fr;Directed;True;False
minijuegos.com;adnxs.com;Directed;True;True
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
minijuegos.com;360yield.com;Directed;True;True
imasdk.googleapis.com;outbid.io;Directed;False;False
minijuegos.com;adnxs.com;Directed;True;True
minijuegos.com;360yield.com;Directed;True;True
doubleclick.net;weborama.fr;Directed;True;True
googlesyndication.com;doubleclick.net;Directed;True;True
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
smartadserver.com;powerlinks.com;Directed;True;False
doubleclick.net;weborama.fr;Directed;True;True
googlesyndication.com;doubleclick.net;Directed;True;True
smartadserver.com;adsymptotic.com;Directed;True;True
smartadserver.com;adsymptotic.com;Directed;True;True
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
smartadserver.com;bluekai.com;Directed;True;False
minijuegos.com;googlesyndication.com;Directed;False;False
minijuegos.com;weborama.fr;Directed;True;False
minijuegos.com;4finance.com;Directed;True;True
doubleclick.net;adnxs.com;Directed;True;True
minijuegos.com;weborama.fr;Directed;True;False
doubleclick.net;weborama.fr;Directed;True;True
imasdk.googleapis.com;doubleclick.net;Directed;True;True
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
minijuegos.com;bidswitch.net;Directed;True;True
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
minijuegos.com;weborama.fr;Directed;True;False
googlesyndication.com;everesttech.net;Directed;True;True
minijuegos.com;tidaltv.com;Directed;True;True
minijuegos.com;adnxs.com;Directed;True;True
weborama.fr;createjs.com;Directed;False;True
minijuegos.com;adnxs.com;Directed;True;True
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
minijuegos.com;360yield.com;Directed;True;True
googlesyndication.com;doubleclick.net;Directed;True;True
imasdk.googleapis.com;doubleclick.net;Directed;True;True
minijuegos.com;spotxchange.com;Directed;True;True
minijuegos.com;googlesyndication.com;Directed;False;True
googlesyndication.com;extend.tv;Directed;True;True
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
googlesyndication.com;doubleclick.net;Directed;True;True
minijuegos.com;weborama.fr;Directed;True;False
weborama.fr;adrcdn.com;Directed;False;True
smartadserver.com;adsymptotic.com;Directed;True;False
smartadserver.com;adsrvr.org;Directed;True;True
imasdk.googleapis.com;serving-sys.com;Directed;True;True
imasdk.googleapis.com;youtube.com;Directed;True;True
minijuegos.com;mathtag.com;Directed;True;True
imasdk.googleapis.com;doubleclick.net;Directed;True;True
imasdk.googleapis.com;doubleclick.net;Directed;True;True
imasdk.googleapis.com;youtube.com;Directed;True;True
imasdk.googleapis.com;serving-sys.com;Directed;True;True
minijuegos.com;spotxchange.com;Directed;True;True
youtube.com;doubleclick.net;Directed;True;True
youtube.com;doubleclick.net;Directed;True;True
smartadserver.com;adsymptotic.com;Directed;True;True
imasdk.googleapis.com;gstatic.com;Directed;True;True
imasdk.googleapis.com;doubleclick.net;Directed;True;True
imasdk.googleapis.com;serving-sys.com;Directed;True;True
imasdk.googleapis.com;doubleclick.net;Directed;True;True
imasdk.googleapis.com;googlesyndication.com;Directed;False;True
imasdk.googleapis.com;doubleclick.net;Directed;True;True
imasdk.googleapis.com;doubleclick.net;Directed;True;True
imasdk.googleapis.com;serving-sys.com;Directed;True;True
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
imasdk.googleapis.com;doubleclick.net;Directed;True;True
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
imasdk.googleapis.com;doubleclick.net;Directed;True;True
imasdk.googleapis.com;googlesyndication.com;Directed;False;True
imasdk.googleapis.com;googlesyndication.com;Directed;False;True
imasdk.googleapis.com;serving-sys.com;Directed;True;True
imasdk.googleapis.com;serving-sys.com;Directed;True;True
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
imasdk.googleapis.com;googlesyndication.com;Directed;False;True
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
imasdk.googleapis.com;scorecardresearch.com;Directed;True;True
minijuegos.com;adap.tv;Directed;False;True
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
imasdk.googleapis.com;stickyadstv.com;Directed;True;True
minijuegos.com;advertising.com;Directed;True;True
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
minijuegos.com;spotxchange.com;Directed;True;True
imasdk.googleapis.com;yahoo.com;Directed;True;True
imasdk.googleapis.com;doubleclick.net;Directed;True;True
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
imasdk.googleapis.com;stickyadstv.com;Directed;True;True
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
imasdk.googleapis.com;yahoo.com;Directed;True;True
imasdk.googleapis.com;googlesyndication.com;Directed;False;False
minijuegos.com;adition.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;spotxchange.com;Directed;True;True
minijuegos.com;facebook.com;Directed;True;True
minijuegos.com;facebook.com;Directed;True;True
minijuegos.com;pingdom.net;Directed;True;False
minijuegos.com;pingdom.net;Directed;False;False
minijuegos.com;gamedistribution.com;Directed;False;False
minijuegos.com;tunnl.com;Directed;True;False
minijuegos.com;gamedistribution.com;Directed;False;False
minijuegos.com;gamedistribution.com;Directed;False;False
minijuegos.com;tunnl.com;Directed;True;False
tunnl.com;ajax.googleapis.com;Directed;False;False
tunnl.com;ajax.googleapis.com;Directed;False;False
tunnl.com;ajax.googleapis.com;Directed;False;False
tunnl.com;imasdk.googleapis.com;Directed;False;False
minijuegos.com;weborama.fr;Directed;True;False
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
minijuegos.com;minijuegosgratis.com;Directed;True;True
